original_ja,en_predictions,en_references,dataset
明治維新後に勝海舟の執り成しで罪を許されて沼津市へ移り住み、旧幕臣の子女への教育の為、沼津兵学校、駿東女学校（現・静岡県立沼津西高等学校）設立に尽力するとともに、東京に麻布学園を創設。,"he was allowed to stay in numazu city, where he was allowed to send his daughters to school.","After the Meiji Restoration, he was pardoned thanks to the good offices of Kaishu KATSU, and relocated to Numazu, and in order to educate the children of former retainers of the bakufu, he made exhaustive efforts to establish the heigakko (Numazu officer academy), Sunto school for girls (present day West Numazu High School, Shizuoka Prefecture), as well as the Azabu Gakuen in Tokyo.",kftt
日本側では1871年（明治4年）に井上勝（日本の鉄道の父。鉄道国有論者としても著名）が鉱山頭兼鉄道頭に就任し、建設に携わった。,"on japan's side, in 1871, inami katsui became the miner and railroad minister and was involved in construction.","As for the Japanese side, Masaru INOUE (known as the father of Japanese railways as well as an advocate of the nationalization of railways) became the head of mining and railways in 1871 and was involved in the construction.",kftt
しかし「この世の望みかなわず死んだ後は、梵天帝釈の許しを得て雷となって自分を陥れた朝臣を蹴殺そうと思う。その折、師の僧正はきっと朝廷に召されるであろうが決して参りたまうな」と道真は頼む。,"but i'm asking you, after i die in this world, i'll take the permission of the tenjyobito, and i'll kick down the samurai who betrayed me.","However, Michizane asks Hossho-bo saying 'After I died without fulfilling my dreams during my life, I think I will obtain the permission from Bonten-taishaku (the highest-rank gods), become thunder, and brutally kill Ason who entrapped me. At that time, you, priest, my teacher will be ordered to come to the Imperial Court, but, please never come.'",kftt
また、信長存命中は形式的ながらも家督を譲られていることと、父がかつて礎としていた尾張と美濃の統治を任されている所を見ると、信長から信頼されていたことがうかがえる。,"also, it seems that during nobunaga's life, he was entrusted with the formality of his family, and that his father was trusted by nobunaga to rule in jose and mino.","If one looks to the fact he was in control of the Oda family estate while Nobunaga was still alive, even if it was a mere formality, as well as put in charge of domains in Owari and Mino Provinces, one can see that he was trusted by Nobunaga.",kftt
また、本願寺の顕如の夫人如春尼と信玄の正室三条の方は実の姉妹である。,"also, the honnoji genji's mistress, haruhisa and maoujou's sister, maoujou, are my real sisters.","The wife of Kennyo HONGANJI, Nyoshun-ni, and the lawful wife of Shingen, Sanjou-no-kata were full sisters.",kftt
弁慶は「われらは奈良東大寺の再建のために北陸道につかわされた僧である」と答える。,"he says, we are the monks who were taken by the north to rebuild nara temple.","Benkei answers, 'We are priests dispatched to the Hokurikiudo area on a mission to reconstruct Nara Todai-ji Temple.'",kftt
また六位以下も烏油のかわりに色々な雑石を使用することがはじまり、延暦年間以降これが公認されるようになる。,"and less than 6th place began to use various pesticides instead of soy sauce, and for the longest time since, this has been recognized.",Officials of the rokui (Sixth Rank) or lower began to use a variety of stones instead of black lacquer and their use was officially approved in the Enryaku era.,kftt
『善隣国宝記』によれば、「日本国王臣源表(す)」から始まる中国の伝統的な表文の形式に則っており、これに対して永楽帝は「日本国王之印」を授けている。,"according to the good neighbor tome, it is based on the chinese tradition, starting with the reference to the japanese king.","According to the ""Zenrin kokuhoki"", the letter started with '日本国王 臣源表(す)' in accordance with the traditional form of a Chinese official letter and Emperor Yongle conferred the 'seal of the king of Japan' to him in return.",kftt
磯田多佳（いそだ・たか　本名たか　1879年-1945年）は、祇園甲部の芸妓で京都市東山区祇園新橋に営業していたお茶屋『大友（だいとも）』の女将。,"kubota tabika was a hostess at a tea house called ootomo in toyomuji, kyushu, 1879.","Taka ISODA (her real name was Taka, 1879 - 1945) was Geisha in Gion Kobu, and she was Okami (mistress) of ""Daitomo,"" a tea shop which operated in Gion-Shinbashi, Higashiyama Ward, Kyoto City.",kftt
しかしこれらは不穏民衆を一揆と認識して討伐した慶長の役が始まった後の話である。,"but these are after the role of the chief, who recognized the oppressed people as one.","However, this was conducted only after the Keicho war began when disruptive people were recognized as members of the insurgency.",kftt
江戸時代には、淡島願人と呼ばれる人々が、淡島明神の人形を祀った厨子を背負い、淡島明神の神徳を説いて廻ったため、淡島信仰が全国に広がった。,"in the edo period, people called the hibashima wishmen carried a puppet of the kaishimasu and went around preaching the kaishimasu to the whole country.","During the Edo period, people called Awashima-gannin carried zushi (a cupboard-like case with double doors in which an image of (the) Buddha, a sutra, or some other revered object is kept at a temple) enshrining a doll of Awashima Myojin on their backs and traveled around, preaching the divine virtues of Awashima Myojin, spreading Awashima shinko (belief) across the country.",kftt
国際法の認める主権国家となるということは、その主権がどこまで及ぶのかを確定する作業を経なくてはならない。,to become a sovereign state under international law has to be a process of determining the extent of its sovereignty.,"To become a sovereign nation which is defined by international law, the territories which are under the control of the nation must be confirmed.",kftt
これを東西から家康を挟撃する好機として挙兵を決意した三成は、大谷吉継を味方に引き込もうとする。,"mitsunari, who decided to take advantage of this opportunity to bring in kazuyasu from east to west, is trying to turn on otani yoshitomo.","Mitsunari made a decision to attack Ieyasu, using it as an opportunity to effect a pincer strategy by closing in from the east and west, and tried to get Yoshitsugu OTANI on his side.",kftt
直方は頼通の家人であり、頼通に働きかけることで追討使に任命されたと推測される。,"it is speculated that he was assigned to the task force as a servant of the order, a servant of the order.",Naokata was a Kenin (retainer) of Yorimichi and it is assumed that he asked Yorimichi to assign him to Tsuitoshi.,kftt
第百二十一国立銀行（百二十一銀行）→1897年に三十四銀行（三和銀行の前身の一つ）に合併される,the 201 national bank was mergered with the 304 bank in 1897.,The 121st National Bank (Hyakunijuichi Bank) -> merged into the Sanjushi Bank (one of the predecessor of the Sanwa Bank) in 1897.,kftt
それで得た金を金原明善と組んで満州へ投資し、これも当たったことから莫大な財産を得る。,so i invested the money i got with kanbara akanami and went to manchuk and got a lot of money from it.,"He invested the money gained by that fortune-telling into Manchuria in aligning with Meizen KINBARA, which also pulled off a good speculation and he gained the enormous property.",kftt
大正4年（1915年）6月場所で弟子の梅ヶ谷藤太郎(2代)が引退すると雷部屋と年寄名跡を譲って廃業したが、協会は「大雷」の尊称を贈り相談役待遇として接していた。,"in june of 1915, when his younger brother, umigaya fujitarou, retired, the lightning room and the old man's office were closed.","After his disciple Totaro UMEGATANI the second retired from sumo in the June 1915 tournament, Ikazuchi handed over control of his stable to him, transmitted his professional name to him and retired from business, but the Japan Sumo Association bestowed the honorific title of ""Oikazuchi"" on Ikazuchi and welcomed him as an adviser.",kftt
2003年のダイヤ改正時点では「3or4番線の各駅停車が発車します」となっていたが、その後「3or4番線の宇治行きが発車します」、そして2007年6月の自動放送更新後は「3or4番線・宇治行きの扉が閉まります」となった。,"in 2003, when the dial was changed, it said, every station on line 3 and 4 will start, but after the automatic broadcast renewal in june 2007, it said, the doors to line 3 and 4 will close","When the train schedule was changed in 2003, the announcement was, 'The local train on Platform 3 or 4 is going to depart,' but then it was changed to, 'The train for Uji on Platform 3 or 4 is going to depart,' and was again changed to, 'The doors of the train for Uji on Platform 3 or 4 are going to be closed' when the automatic public announcement system was updated in June 2007.",kftt
元和9年（1623年）に正四位上参議となり、公卿に列するが、まもなく死去。,"in the year 1623, he was first in line to the senate, and in the year 1623, he was first in line to the senate, and soon died.","In 1623 he was promoted to Sangi (councilor) in Shoshiinojo (Senior Fourth Rank, Upper Grade) and raised to the peerage as Kugyo (the top court officials), but died soon after that.",kftt
村田はカットごとに演出を細分化する、いわゆる映画的技法を最初に確立した監督の一人と言われているが、容赦なく自分の型に俳優をはめ込もうとして演技指導は苛烈を極め、岡田をはじめ当時の大女優とトラブルが多かった。,"murada was said to be one of the first filmmakers to try to train actors in their lines, but he was in a lot of trouble with other big actresses.","Murata is thought to be a director who first established the so-called film technique in which a play was broken up by cutting, and since he tried to mold actors and actresses into his style, his acting instruction was so harsh that there was a lot of trouble with leading actresses of that time including Okada.",kftt
天喜5年（1057年）には父の頼時が戦死するものの、11月には河崎柵に拠って頼義勢を撃破。,"in tennouji 5th, my father died in battle, but in november, he rose to the roof and defeated the order.","Although his father, Yoritoki, died in the battle field in 1057, the clan beat the Yoriyoshi army in November through the Kawasaki no saku (stockades of Kawasaki).",kftt
「火の鳥」や「超人ロック」と同じく、狂言回しタイプのタイトルロール。,"like firebirds and superhuman rock, he's a type of nutter.",A kyogen-mawashi type title role similar to 'Hi no Tori' and 'Locke The Superman.',kftt
仁王門-貞和6年（1350年）入母屋造、柿（こけら）葺き単層の八脚門。,"incheon, incheon, incheon.",Niomon gate: Built in 1350; irimoya-zukuri style (building with a half-hipped roof); shingled-roof; single storey eight-legged gate.,kftt
「写実派」とよばれるその特性は、トーキーになってさらに大きく開花する。,"it's called the materialist, and it blooms even larger as a toke.",Shimazu's characteristic realism further blossomed with the age of talking pictures.,kftt
ロシアの南下が自国の権益と衝突すると考えたイギリスは危機感を募らせ、1902年に長年墨守していた孤立政策（栄光ある孤立）を捨て、日本との同盟に踏み切った（日英同盟）。,"the south of russia thought that it would collide with its own interests, so the u.k. dropped its longawaited alliance with japan in 1902.","England became alarmed that Russia's southward expansion could clash with its own interests, abandoned the isolationist policy (Splendid Isolation) it had adhered to for many years, and decided to enter into an alliance with Japan in 1902 (Anglo-Japanese Alliance).",kftt
琵琶が琵琶法師に変化した姿であり、付喪神（器物が変化した妖怪）の一種とされる。,it is said that the moth changed into a hakurokai and is a type of mourning god.,"It is a biwa which has transformed into a biwa-playing minstrel, and a kind of Tsukumo-gami (gods to a variety of things).",kftt
古老のおぼろげな記憶によるもので、しかもいずれも曲の途中で切れてしまっている。,"it's an old, rotten memory, and they're all cut off in the middle of the song.","Being based on the vague recollections of elderly people, all the tunes are fragments.",kftt
ただし、北九州から出土する最初期の土器を炭素14による年代測定法で調査したところ、紀元前8～9世紀という値が出たとの報告もあり、弥生時代の始期を5世紀ほどさかのぼらせるべきだとの主張もある。,"however, there are reports that the first soil from northern kyushu should date back about five centuries to the beginning of carbon 14.","However, some argue that the Yayoi period should date from a point five centuries earlier, based on a carbon-14 dating report that the earliest earthen vessel of this period excavated in Kitakyushu had been made in the eighth or ninth century B.C.",kftt
常朝が自分の生い立ちのことを語っている項が『葉隠』・聞書第二にある。,there is a part of the oba written in the oba survey where tokio is talking about his life story.,"There is a section in the second part of Kikigaki (oral record) of the Hagakure, in which Jocho talked about his backgrounds.",kftt
しかし、日本の新幹線は鉄道車両、軌道(鉄道)、架線、信号(ATC)などを総合した独自のシステムであり、ミニ新幹線を除けばヨーロッパのように在来線と相互乗り入れしているわけではない。,"but japan's new rail lines are a unique system with train vehicles, trajectories, lines, signals, etc.","However, Shinkansen in Japan is an independent system integrating train-cars, railways, aerial power supply lines, and signals (ATC), and the trains are not operated through regular railway lines as those in Europe, except those on the Mini-Shinkansen lines.",kftt
作リ物は極端なまでに簡略化され、例えば「舟」は竹ヒゴ製模型飛行機の主翼を大きくしたようなものに過ぎないが、能にはこれで十分である。,"the creations have been radically simplified, such as the boat, which is just a large scale model of a bamboohigo airplane, but that's good enough.","A replica may be extremely simplified. For instance, a ""boat"" in Noh is not bigger than an enlarged main wing of a model aircraft made of bamboo poles. It is big enough for Noh though.",kftt
その名の通り、この段のみ上演開始以後は客席への扉を閉じて、遅刻してきても途中入場は許されない。,"in its name, you are not allowed to enter the audience until the performance has begun.","As shown by its name, only for this section, the doors of the auditorium are closed when the play starts, and people are not allowed to enter the auditorium in the middle of the play.",kftt
慶応3年12月9日(旧暦)（1868年1月3日）、この年の10月に行われた大政奉還後の王政復古の大号令クーデターによって薩摩藩・長州藩が京都の支配権を確立したため、京都守護職は設置後6年をもって廃止された。,"the kyoto protectorate was abolished in october of 1868 after the great coup in october of 1868, when摩 tama choshu established control of kyoto.","On January 3, 1868, due to the coup of Decree for the Restoration of Imperial Rule after Taisei Hokan (transfer of power back to the Emperor) was implemented in October in the same year, the Satsuma and the Choshu clans established the right to rule Kyoto and, therefore, the Kyoto Shugoshoku was abolished six years after its foundation.",kftt
稲荷山古墳から出土した金錯銘鉄剣にはワカタケル（雄略天皇）に仕えた功績を記念して471年に作ったとの由来が115文字の漢字で刻まれている。,it is engraved in the 115letter kanji that it was made in 471 to commemorate the achievements of the great emperor watataka.,The iron sword with a gold inscription excavated from Inariyama tumulus was made in 471 for commemorating the achievement working for Wakatakeru (Emperor Yuryaku) with 115 Chinese characters.,kftt
メンバーには会員証が発行され、来場ごとに加算されるポイントを賞品に交換できるなどの特典が与えられる。,"members will be given membership cards, and they'll have the privilege of exchanging points for prizes.","Member cards are issued to members, and each time they come to the racecourse, they can amass points which can be exchanged for prizes.",kftt
しかし、沿線住民の反対運動などもあり、側道部分を環境施設帯に変更するとともに、住宅地の中を通過する京田辺松井ICから国道170号交点までの区間では本線部分も片側1車線に変更し、枚方バイパスの機能を補完するという現在の形になった。,"however, there have been protests on the沿 along the way, changing the sidewalks to environmental facilities, as well as changing the main part of the line from the kitabe bus station to the 170 bus station.","However, the plan was changed due to opposition from people living in the neighborhood; therefore, environmental facility zones were provided instead of the side lane, and the number of main lanes between the Kyotanabe-matsui Interchange and the intersection with National Highway Route No. 170 was reduced to one in each direction so that it now supplements the function of the Hirakata Bypass.",kftt
庄弘方（しょうひろかた、生没年不詳）は、平安時代末期から鎌倉時代の武蔵国児玉党（現在の埼玉県本庄市栗崎出身）の武士。,koki koki is a samurai from the end of the heian period to the tokura period.,"Hirokata SHO (the year of birth and death unknown) was a warrior of the Kodama party of Musashi Province (present Kurisaki, Kodama-cho, Honjo City, Saitama Prefecture), who lived from end of the Heian period to the Kamakura period.",kftt
そして10月23日、岩倉は閣議決定の意見書とは別に「私的意見」として西郷派遣延期の意見書を提出。,"and on october 23rd iwakura submitted a written opinion, separate from the cabinet decision, as a personal opinion.","And on the October 23, IWAKURA submitted his written opinion that ask for postponement of dispatch SAIGIO as his ""informal opinion"" besides the written opinion of the cabinet approval.",kftt
蒲鉾の材料になる魚（エソ・グチ等）の魚皮を用いて作られるものがある。,there's something that's made out of fish skin that's used as bait.,Some are made with fish such as eso (lizardfish) and guchi (white croaker) which are made into kamaboko (boiled fish paste).,kftt
政治制度の改革が進められる一方で、外交面では高向玄理を新羅へ派遣して人質を取る代わりに形骸化していた任那の調を廃止して朝鮮三国（高句麗、百済、新羅）との外交問題を整理して緊張を和らげた。,"while reforming the political system was going on, the diplomatic problems with the three koreans were resolved, instead of taking hostages.","While reforms of the political system were carried out, on the diplomatic front, TAKAMUKO no Kuromaro was sent to Silla and, in exchange for a hostage, the tax payment in kind by Minama, which had lost its substance, was abolished to straighten up diplomatic problems with three Korean countries (Goguryeo, Baekje, and Silla) and ease the tension.",kftt
これらの技法の習得には、色々な教育機関を通じて書家に師事し、古典を中心に学習し、書道展などに出品しながら技量を高めていくのが一般的である。,"in order to master these techniques, it's common practice to tutor writers through various educational institutions, study classical literature, sell them at literary exhibitions.","These techniques are generally acquired by learning from Shoka (calligrapher) through various educational institutions, studying focusing on the classics, and entering products in Shodo exhibitions to heighten one's own skills.",kftt
室町時代には天皇家、将軍家の帰依を受けたが、応仁の乱（1467年～1477年）の兵火により衰退した。,"in the muromachi period, it was ruled by the mperor and the general, but it was destroyed by the fire of the rebellion of 1467 and 1477.",The temple received the devotion of the imperial family and shogun families during the Muromachi period but fell into decline as a result of a fire that started during the Onin War (1467-1477).,kftt
また、天皇や公家を招待した理由については、朝廷を威圧するためという説と、天皇側から閲覧を希望したという説とがある。,"also, there is a theory that the reason the mperor and the royal family invited him here was to intimidate the court and that he wanted to see it from the mperor himself.","Furthermore, there are two theories regarding Nobunaga ODA's reasons for inviting the Emperor and court nobles: that it was to overpower the Imperial Court, and that it was the Emperor who had requested to see the parade.",kftt
演奏にはつねに適度な湿気が必要で、革に息をかけたり、裏革に張ってある調子紙（和紙の小片）を唾でぬらしたりして調節する。,"it takes a certain amount of humidity to perform, so you have to breath in the leather or the leather and adjust the quality of the piece of paper that's on the back.","Since some moisture is always necessary for the performance, the artist breathes on the leather and the tuning paper (Choshigami, a small piece of Japanese paper mounted on the back of the leather) is adjusted by wetting with saliva.",kftt
天正通宝（てんしょうつうほう）は、日本の安土桃山時代に発行された貨幣。,the tenmasa tomoko was a currency issued in the anteyama period in japan.,Tensho-tsuho are coins that were issued during the Azuchimomoyama period.,kftt
また日本では機械弓が大陸から技術が伝わっていたが、和弓の利便性から必要性がなく、火縄銃の伝来によりその活躍もなかった。,"also, in japan, the technology was transmitted from the continent, but there was no use for it because of the convenience of the sword.","In addition, in Japan, although the techniques of the mechanized bow were transmitted from the Chinese continent, it was not necessarily used because the efficiency of the Japanese bow did not flourish after the introduction of the matchlock gun.",kftt
皇太子妃については、「皇太子徳仁親王妃雅子殿下」と、「皇太子」+夫の名+夫の身位+「妃」+名+敬称の順。,"in the case of the empress princess, the name and title of the empress, princess keitoku, and the name of the empress, princess keitoku.","The Crown Princess is addressed in the following manner: 'Crown Prince' followed by husband's name, husband's Imperial nobility, 'Consort,' her name and title of honor, for example 'Her Imperial Highness Masako the Consort to Crown Prince Naruhito.'",kftt
フランス共和暦（1793年～1805年まで用いられた）では、秋分（通常9月22日）を正月（新年初日）とした。,"in the french republic, they used autumn as new year's eve.","According to the French Republic calendar (which was used from 1793 to 1805), the autumnal equinox (which was usually September 22nd) was new year's day (the first day of the new year).",kftt
一般的には記紀の記述を尊重し、過去に存在した女性天皇は何れも男系の女性天皇であり、また女性天皇が皇族男子以外と結婚して産んだ子が皇位を継いだことは一度としてないとされている。,"in general, according to the biography, no empress of the past has ever inherited the title of emperor except by marrying a man, and no empress of the past has ever inherited it.","Generally the descriptions in the Kojiki (Records of Ancient Matters) and the Nihonshoki (Chronicles of Japan) were respected for the details on female Emperors, all the female Emperors in history were female emperor of the male lineage, there were no examples of female emperors married to non Imperial Family members with her children succeeding to the throne.",kftt
神明造が奥行きより幅が大きい長方形で、高床式倉庫から発展し穀物の代わりに神宝を納めるように変化したものと考えられ、住吉造が大嘗祭の建物に近似している。,"it is thought that kamikage has evolved from a giant rectangle, taller than the back of the house, to a storage unit for grain instead of a storehouse.","In the shinmei-zukuri style buildings have a rectangular shape with its width longer than the depth, and the style is thought to have been developed from takayukashiki-soko (warehouses on stilts) and changed so that the building became more fitted for keeping shinpo (sacred treasures) than storing grain, and the sumiyoshi-zukuri style is close to the style of the building where Daijosai (the first ceremonial offering of rice by newly-enthroned Emperor) is held.",kftt
1907年（明治40年）にはスペイン駐箚となったが翌年に任地マドリードで病死した。,"he served in spain in 1907, but died the following year in madrid.","He resided in Spain in 1907, but the next year, he died of illness in his post place Madrid.",kftt
その後も霊隠寺、護聖万寿寺などに赴いて用貞輔良ら明の高僧らと出会い、これらの教えを受けた。,"after that, i went to the hidden shrine and tenjyozenji.","He also went to the Reiin-ji Temple, Goshomanju-ji Temple and other temples where he met with high priests in Ming to learn from them.",kftt
生け花や、生花を扱う業種で、切花が長持ちするようにする処理方法の一つで、植物を深いバケツなどに花首だけを出して沈め、水圧によって水を茎の中に押し込む技法。,"it's one of the methods to treat raw flowers and fresh flowers, which is one of the ways to make them last long, which is to push water deep into a bucket or a flower.","It is one of the treatments for prolonging the cut flowers in Japanese flower arrangement or in fresh flower business, which is a technique to keep plants in a tall bucket without sinking the head of flowers in order to pour the water into the stem by the water pressure.",kftt
同委員会は1903年に、1897年の予防令後は鉱毒は減少したと結論づけ、洪水を防ぐために渡良瀬川下流に鉱毒沈殿用の大規模な「遊水池」を作るべきとする報告書を提出した。,"in 1903, the committee concluded that after the 1897 prohibition, minerals were declining, and that it was necessary to build dams in the basin to prevent flooding.","This committee concluded in 1903 that after the preventive measure of 1897, the mining pollution had been decreased, and they submitted a report suggesting that they should build a large, control basin near Watarase-gawa River's mouth for settling mineral poison and for preventing floods.",kftt
では「メッセージ」とは何でしょうか？,so what is a message?,What’s the message?,ruby
Propshaftを通じて処理されたアセットは、asset_pathヘルパーメソッドを使用してビューで参照できます。,the assets that have been processed through the pallshaft can be accessed by using the assetpath help me algorithm in the view.,Assets processed through Propshaft can be referenced in views using the asset_path helper method.,ruby
Rubyにはいくつか名前付けについての規約があります。,there are some naming rules about rugby.,Ruby enforces some naming conventions. ,ruby
シングルトンメソッドは、特定のオブジェクトインスタンスに対してのみ定義されるメソッドです。,the singleton method is a method defined only for certain object groups.,Singleton methods are methods that are defined for only one specific object instance.,ruby
Solid Cacheは、Railsのキャッシュインターフェースとマルチプロセス環境に互換性のあるデータベースバックアップのキャッシュストアを実装しています。,solidache is implementing a mesh interface and multiprocessing database backup cassestoos environmentally compatible with the memory.,Solid Cache implements a database-backed cache store compatible with Rails' cache interface and multi-process environments.,ruby
これは、ライブラリとして使われる場合には実行されないけれど、 実行ファイルとして使われる場合には実行されるコードを書くために 使われます。,"it's used to write code that's not run when it's run as a library, but when it's run as a file.","This allows a file to be used as a library, and not to execute code in that context, but if the file is being used as an executable, then execute that code.",ruby
これは20分程度で一通り読み通せる、簡単なRubyチュートリアルです。,it's a simple universal rich text that you can read in about 20 minutes.,This is a small Ruby tutorial that should take no more than 20 minutes to complete.,ruby
ActionControllerは、受信したウェブリクエストを処理し、出力のレンダリング処理を担当します。,actioncoronroller takes care of the received message and controls the rendering of output.,ActionController handles incoming web requests and facilitates the rendering of output.,ruby
Solid Cableの接続回復メカニズムは、アプリケーションのデプロイやサーバーの再起動中のユーザーに見える中断を減少させます。,solid cable's recovery mechanism decreases the startup of the application and the startup of the server.,Connection recovery mechanisms in Solid Cable reduce user-visible disruptions during application deployments or server restarts.,ruby
なお、Ruby 2.0やそれ以前のバージョンのRubyでは、このレスポンスは => nil になります。,"in ruby 2.0 and the previous version of ruby, this repository is nil.",This response could be nil for Ruby 2.0 and earlier versions.,ruby
データベースインデックスを実装して以来、私たちのActiveRecordクエリは大幅に高速化しました。,"ever since we built database indexes, our asciverecord queries have been enormously fast.","Since implementing database indices, our ActiveRecord queries have become significantly faster.",ruby
object_idは一致していません。,object id is not a match.,The object_ids don’t match.,ruby
これはGreeterという新しいクラスと、 そのクラスのメソッドをいくつか定義しています。,"this is a new class called grreeter, and it's defined some of the methods in the class.",This defines a new class called Greeter and a bunch of methods for that class.,ruby
ブロックは、メソッドに渡すことができる、中括弧またはdo...endキーワードで囲まれたコードの塊です。,a block is a piece of code wrapped in a cap or a doend key that can be handed to a method.,A block is a chunk of code enclosed between braces or do...end keywords that you can pass to a method.,ruby
では、平方根(square root)を求めるにはどうすればいいでしょうか？,so how do you get a square root?,But what if you want to go the other way and find the square root of something?,ruby
"ここでは、リスト内のすべての要素の値について、1つずつnameという変数に代入され、 そしてputs ""Hello #{name}!""という表現がそのnameの値を使って実行されます。","here, the values of all the elements on the list are inputted into a variable called name, and then the word hello, name! will be used.","What happens here is that for every entry in a list, name is bound to that list element, and then the expression puts ""Hello #{name}!"" is run with that name.",ruby
すべては値を持ちます。nilであっても例外ではありません。,everything has a price. even nail is no exception.,"Everything has a value, even if that value is nil.",ruby
Rubyでは扱いが若干異なります。,"in ruby, it's a bit different.",Ruby differs slightly.,ruby
普遍の真理,it's a universal truth.,The universal truth,ruby
ActiveRecordはデータベース操作を処理するだけでなく、データの整合性を確保するためのバリデーションも提供します。,axiverecord provides balancing to ensure data integrity.,"Not only does ActiveRecord handle database operations, but it also provides validations to ensure data integrity.",ruby
シンボルは、どんな物かではなく、何者であるかがすべてです。,"the symbol is not what it is, it's who it is.","A symbol is all about who it is, not what it is.",ruby
何が起こったのでしょうか。,what happened?,What just happened? ,ruby
Rails VCRgemは、テスト用のHTTP操作を記録し、将来のテスト実行中にそれらを再生します。,rails vcrgem records the test http operation and replaces them during future test run.,The Rails VCR gem records HTTP interactions for tests and replays them during future test runs.,ruby
開発中、JavaScriptコードを変更する際に再構築ステップが不要なため、インポートマップは反復速度を向上させることができます。,"during development, avascript code can be altered, so there's no need for reconstruction steps, and the port map can be improved.","During development, import maps can improve iteration speed since no rebuild step is required when changing JavaScript code.",ruby
ObjectSpaceモジュールには、ガベージコレクション機能を操作するためのメソッドが含まれており、既存のすべてのオブジェクトを反復処理できます。,"the objectspace module contains a mechanism for controlling the gavege collection, which allows you to reprogram all existing objects.",The ObjectSpace module contains methods to interact with the garbage collection facility and allows iterating over all existing objects.,ruby
メーラーメソッドを定義した後、deliver_nowまたはdeliver_laterメソッドを呼び出すと、実際のメール配信プロセスが開始されます。,"after we define the mailer method, if we call the delaynow or delaylater method, the actual mail delivery process begins.","After defining a mailer method, calling the deliver_now or deliver_later method will trigger the actual email delivery process.",ruby
コントローラーに似ているにもかかわらず、メーラーはApplicationControllerではなくActionMailer::Baseから継承するという点で異なります。,"even though they're like controllers, they're different in the way that they're inherited from actionmailer:base.","Despite being similar to controllers, mailers differ in that they inherit from ActionMailer::Base rather than ApplicationController.",ruby
lock_versionカラムを介して実装される楽観的ロックは、複数のユーザーが同じレコードを編集する際の競合する更新を防止します。,an optimistic lock that's built through an avionic version column prevents multiple users from competing to edit the same record.,"Optimistic locking, implemented via the lock_version column, prevents conflicting updates when multiple users edit the same record.",ruby
Turbolinksは、完全ページ更新をJavaScriptによる部分更新に置き換えることで、ナビゲーションを高速化します。,trebolinks replace complete page updates with part updates using javascript navigation.,Turbolinks accelerates navigation by replacing the full page refresh with JavaScript-powered partial updates.,ruby
とはいえ完全に 見えないようになっているのではなく、オブジェクトをinspectすれば いつでも見ることはできます。,but it's not completely invisible; you can see it whenever you look at an object.,"They’re not terribly hidden, you see them whenever you inspect the object.",ruby
JavaScript処理を専門ツールに委任することで、Propshaftは以前のアセットパイプラインよりも明確な関心の分離を維持します。,"by mandating javascript processing to a specialist tool, pipshaft keeps a clear separation of interest from the old aset pipeline.","By delegating JavaScript processing to specialized tools, Propshaft maintains a clearer separation of concerns than previous asset pipelines.",ruby
prependメソッドは、メソッドのオーバーライドを可能にするために、モジュールを継承チェーンのインクルードするクラスの前に挿入します。,prepend method puts the module in before the chain's invitation class to allow the metad to overdrive the module.,"The prepend method inserts a module before the including class in the ancestor chain, allowing method overriding.",ruby
一つはカッコなしでメソッド呼び出しが使われていることです。,one is that it's not cool. it's a method call.,One is that we’re calling the method without parentheses again.,ruby
ブロックは無名関数やlambdaに似ています。,blocks are like nounential figures or lamda.,A block is like an anonymous function or lambda.,ruby
ActiveJobは、バックグラウンドジョブを宣言、作成、実行するための一貫したインターフェースを提供します。,"aimjob provides a consistent interface to declare, create and run a background jog.","ActiveJob provides a consistent interface for declaring, creating, and running background jobs.",ruby
また、@nameにも 気づいたかもしれません。,"and maybe you've noticed this, too, called name.",Also notice @name.,ruby
Solid Cacheのデータモデルは、エントリー用とキーと値のペア用の2つの主要テーブルを利用しています。,solidache data model uses two main tables for entry and key pairing.,The data model of Solid Cache utilizes two primary tables: one for entries and another for key-value pairs.,ruby
高可用性環境内で、Solid Cableは複数のアプリケーションサーバー間でシームレスなWebSocket接続処理を可能にします。,solid cable allows simlessly webshocket connection between multiple application servers within highperformance environments.,"Within high-availability environments, Solid Cable enables seamless WebSocket connection handling across multiple application servers.",ruby
デプロイ中、Solid Queueはシャットダウンする前に進行中のジョブを完了させることで、ジョブ処理を適切に処理します。,"during the demonstration, solid Queue completes the ongoing job before shutting down.","During deployment, Solid Queue gracefully handles job processing by allowing in-progress jobs to complete before shutting down.",ruby
各要素に対してブロックを評価した結果を全て含む配列を返します。,i'm going to give you a sequence of all of the blocks that i've evaluated for each element.,Calls the block with each element of self and returns a Array whose elements are the return values from the block,ruby
SprocketsとPropshaftの間では、後者はアセット処理に対するミニマリストアプローチにより、パフォーマンスが向上しています。,"during the sprocket and the pipshaft, the latter performs better with a minimalist approach to the assets.","Between Sprockets and Propshaft, the latter offers improved performance due to its minimalist approach to asset processing.",ruby
このメソッド呼び出しの実行結果は3.0という値になります。,the result of this method call is 3.0,The result of this method call is the value 3.0.,ruby
Rubyのハッシュテーブルでは、文字列キー用に最適化された特別なハッシュアルゴリズムを使用します。,ruby's hash table uses a special hash algorithm optimized for string characters.,Hash tables in Ruby use a special hashing algorithm optimized for string keys.,ruby
