original_ja,en_predictions,en_references,dataset
その点、俳優興行共にまとまりを欠き、大阪の経済の地盤沈下による後援者の減少などマイナスの要件が重なった関西歌舞伎は不運であった。,"On the other hand, Kansai Kabuki was unhappy when he and the actor failed to get together and had negative demands, such as the decline in sponsorship due to Osaka's economic subsoil.","Kansai Kabuki proved unlucky by comparison because of overlapping negative elements, including a lack of solidarity among actors and promoters and a drop in the number of sponsors because of the decline of Osaka's economy.",kftt
そのうえで、海軍陸戦隊と海兵隊大日本帝国陸海軍を上陸させて第2砲台を放火した。,"In addition, they landed the Navy and the Marine Navy, Japan's Imperial Navy and set the second cannon on fire.",Then they sent Naval Landing Forces and Marine Corps and Landing Forces of the Empire of Japan to set fire to the second gun battery.,kftt
また山崎駅(京都府)前の妙喜庵には千利休の現存する二例の茶室作例の一つである茶室待庵（国宝）が現存する。,"In the previous case, there was a tearoom, one of the two tearoom examples in which there is a holiday.","The Myokian Temple in front of Yamazaki Station (Kyoto Prefecture) holds the tea ceremony house called 'Taian' (a national treasure), one of the two existing tea ceremony houses designed by SEN no Rikyu.",kftt
明治維新後に勝海舟の執り成しで罪を許されて沼津市へ移り住み、旧幕臣の子女への教育の為、沼津兵学校、駿東女学校（現・静岡県立沼津西高等学校）設立に尽力するとともに、東京に麻布学園を創設。,"He moved to Numazu, where he was charged with constituency in the Xuji boat, and worked hard to start his education for the children of his senior officials, Tohoku school, Shizuoka High School of Women, Shizuoka, Shizuoka High School, and he set up a marijuana school in Tokyo.","After the Meiji Restoration, he was pardoned thanks to the good offices of Kaishu KATSU, and relocated to Numazu, and in order to educate the children of former retainers of the bakufu, he made exhaustive efforts to establish the heigakko (Numazu officer academy), Sunto school for girls (present day West Numazu High School, Shizuoka Prefecture), as well as the Azabu Gakuen in Tokyo.",kftt
日本側では1871年（明治4年）に井上勝（日本の鉄道の父。鉄道国有論者としても著名）が鉱山頭兼鉄道頭に就任し、建設に携わった。,"In 1871 on the Japanese side, Inoue Inoue, the father of the Japanese Railroad, took over the mining and construction of the railway.","As for the Japanese side, Masaru INOUE (known as the father of Japanese railways as well as an advocate of the nationalization of railways) became the head of mining and railways in 1871 and was involved in the construction.",kftt
しかし「この世の望みかなわず死んだ後は、梵天帝釈の許しを得て雷となって自分を陥れた朝臣を蹴殺そうと思う。その折、師の僧正はきっと朝廷に召されるであろうが決して参りたまうな」と道真は頼む。,"But after the death of the world, I'm going to kick the morning officer who, with the permission of the Buddha, set himself up as a lightning bolt. At that moment, I'm sure he'll be called to the morning court, but please tell the truth.","However, Michizane asks Hossho-bo saying 'After I died without fulfilling my dreams during my life, I think I will obtain the permission from Bonten-taishaku (the highest-rank gods), become thunder, and brutally kill Ason who entrapped me. At that time, you, priest, my teacher will be ordered to come to the Imperial Court, but, please never come.'",kftt
また、信長存命中は形式的ながらも家督を譲られていることと、父がかつて礎としていた尾張と美濃の統治を任されている所を見ると、信長から信頼されていたことがうかがえる。,"Also, if you look at the formal but unsurpassed grant of the house during the long life and the fact that my father once founded it, you can see that he trusted you.","If one looks to the fact he was in control of the Oda family estate while Nobunaga was still alive, even if it was a mere formality, as well as put in charge of domains in Owari and Mino Provinces, one can see that he was trusted by Nobunaga.",kftt
また、本願寺の顕如の夫人如春尼と信玄の正室三条の方は実の姉妹である。,It's also true that the wife of the dedicated temple is the sister of the true one.,"The wife of Kennyo HONGANJI, Nyoshun-ni, and the lawful wife of Shingen, Sanjou-no-kata were full sisters.",kftt
弁慶は「われらは奈良東大寺の再建のために北陸道につかわされた僧である」と答える。,"He answers, ""We are priests on the Northeast track to rebuild the Great Temple of Nara.""","Benkei answers, 'We are priests dispatched to the Hokurikiudo area on a mission to reconstruct Nara Todai-ji Temple.'",kftt
また六位以下も烏油のかわりに色々な雑石を使用することがはじまり、延暦年間以降これが公認されるようになる。,"It will also begin to use a variety of smudges in place of lime oil, which will be recognized after the extended year.",Officials of the rokui (Sixth Rank) or lower began to use a variety of stones instead of black lacquer and their use was officially approved in the Enryaku era.,kftt
『善隣国宝記』によれば、「日本国王臣源表(す)」から始まる中国の伝統的な表文の形式に則っており、これに対して永楽帝は「日本国王之印」を授けている。,"According to The Good Neighbor's Treasure, it is in the form of traditional Chinese statements that begin with ""the source of the king of Japan."" The Emperor has given him ""The Mark of the King of Japan.""","According to the ""Zenrin kokuhoki"", the letter started with '日本国王 臣源表(す)' in accordance with the traditional form of a Chinese official letter and Emperor Yongle conferred the 'seal of the king of Japan' to him in return.",kftt
磯田多佳（いそだ・たか　本名たか　1879年-1945年）は、祇園甲部の芸妓で京都市東山区祇園新橋に営業していたお茶屋『大友（だいとも）』の女将。,"I'm not sure if it's your real name, or if it's your real name.","Taka ISODA (her real name was Taka, 1879 - 1945) was Geisha in Gion Kobu, and she was Okami (mistress) of ""Daitomo,"" a tea shop which operated in Gion-Shinbashi, Higashiyama Ward, Kyoto City.",kftt
しかしこれらは不穏民衆を一揆と認識して討伐した慶長の役が始まった後の話である。,But these are the stories that followed the beginning of the role of chief of war who recognized the troubled people and killed them.,"However, this was conducted only after the Keicho war began when disruptive people were recognized as members of the insurgency.",kftt
江戸時代には、淡島願人と呼ばれる人々が、淡島明神の人形を祀った厨子を背負い、淡島明神の神徳を説いて廻ったため、淡島信仰が全国に広がった。,"During the Edo period, belief spread throughout the land by people called Toshima's people, who carried Koko with a doll of the Akishima god, and by preaching about the divinity of the Akishima god.","During the Edo period, people called Awashima-gannin carried zushi (a cupboard-like case with double doors in which an image of (the) Buddha, a sutra, or some other revered object is kept at a temple) enshrining a doll of Awashima Myojin on their backs and traveled around, preaching the divine virtues of Awashima Myojin, spreading Awashima shinko (belief) across the country.",kftt
国際法の認める主権国家となるということは、その主権がどこまで及ぶのかを確定する作業を経なくてはならない。,To be a sovereign state recognized by international law means that we must go through the process of determining how far that sovereignty will go.,"To become a sovereign nation which is defined by international law, the territories which are under the control of the nation must be confirmed.",kftt
これを東西から家康を挟撃する好機として挙兵を決意した三成は、大谷吉継を味方に引き込もうとする。,"When he decided to take this opportunity from the east to the west to shoot home, he would try to draw up his successor, Ogawa Yoshiki.","Mitsunari made a decision to attack Ieyasu, using it as an opportunity to effect a pincer strategy by closing in from the east and west, and tried to get Yoshitsugu OTANI on his side.",kftt
直方は頼通の家人であり、頼通に働きかけることで追討使に任命されたと推測される。,It is estimated that you are a trusted family man and that you have been appointed as a sender by your cooperation.,Naokata was a Kenin (retainer) of Yorimichi and it is assumed that he asked Yorimichi to assign him to Tsuitoshi.,kftt
第百二十一国立銀行（百二十一銀行）→1897年に三十四銀行（三和銀行の前身の一つ）に合併される,It will be combined in 1897.,The 121st National Bank (Hyakunijuichi Bank) -> merged into the Sanjushi Bank (one of the predecessor of the Sanwa Bank) in 1897.,kftt
それで得た金を金原明善と組んで満州へ投資し、これも当たったことから莫大な財産を得る。,"We invest the money we got in Manchuria with Akihara, and we earn a huge fortune from what we did.","He invested the money gained by that fortune-telling into Manchuria in aligning with Meizen KINBARA, which also pulled off a good speculation and he gained the enormous property.",kftt
大正4年（1915年）6月場所で弟子の梅ヶ谷藤太郎(2代)が引退すると雷部屋と年寄名跡を譲って廃業したが、協会は「大雷」の尊称を贈り相談役待遇として接していた。,"At the time of his retirement at the site of June, his apprentice Umehanate Tataro, gave up his lightning room and his age, but the Society treated him as a adviser to give him the title ""The Thunder.""","After his disciple Totaro UMEGATANI the second retired from sumo in the June 1915 tournament, Ikazuchi handed over control of his stable to him, transmitted his professional name to him and retired from business, but the Japan Sumo Association bestowed the honorific title of ""Oikazuchi"" on Ikazuchi and welcomed him as an adviser.",kftt
2003年のダイヤ改正時点では「3or4番線の各駅停車が発車します」となっていたが、その後「3or4番線の宇治行きが発車します」、そして2007年6月の自動放送更新後は「3or4番線・宇治行きの扉が閉まります」となった。,"""The 3or4 train stop will start in 2003"" and then ""3or4 train stop will start"" and then ""3or4"" will close the doors for ""3or4"" and ""3or4"" on June 2007.","When the train schedule was changed in 2003, the announcement was, 'The local train on Platform 3 or 4 is going to depart,' but then it was changed to, 'The train for Uji on Platform 3 or 4 is going to depart,' and was again changed to, 'The doors of the train for Uji on Platform 3 or 4 are going to be closed' when the automatic public announcement system was updated in June 2007.",kftt
元和9年（1623年）に正四位上参議となり、公卿に列するが、まもなく死去。,"In the late 19th and early 1623, he came to the Prime Minister's office, and he joined the Lord, but soon he died.","In 1623 he was promoted to Sangi (councilor) in Shoshiinojo (Senior Fourth Rank, Upper Grade) and raised to the peerage as Kugyo (the top court officials), but died soon after that.",kftt
村田はカットごとに演出を細分化する、いわゆる映画的技法を最初に確立した監督の一人と言われているが、容赦なく自分の型に俳優をはめ込もうとして演技指導は苛烈を極め、岡田をはじめ当時の大女優とトラブルが多かった。,"Murata is said to be one of the first directors to develop the so-called film technique, to fine-decision casts at each cut. However, her relentless attempt to implicate actors in her own mold was extremely intense, and her training was extremely difficult, including the great actress of the day.","Murata is thought to be a director who first established the so-called film technique in which a play was broken up by cutting, and since he tried to mold actors and actresses into his style, his acting instruction was so harsh that there was a lot of trouble with leading actresses of that time including Okada.",kftt
天喜5年（1057年）には父の頼時が戦死するものの、11月には河崎柵に拠って頼義勢を撃破。,"Even though my father's time is dying, in November he defeated the petitioners.","Although his father, Yoritoki, died in the battle field in 1057, the clan beat the Yoriyoshi army in November through the Kawasaki no saku (stockades of Kawasaki).",kftt
「火の鳥」や「超人ロック」と同じく、狂言回しタイプのタイトルロール。,"Like ""The Bird of Fire"" and ""The Rock of Super-humans,"" the title roll of the crazy type.",A kyogen-mawashi type title role similar to 'Hi no Tori' and 'Locke The Superman.',kftt
仁王門-貞和6年（1350年）入母屋造、柿（こけら）葺き単層の八脚門。,It's a single-sized eight-legged eight-legged gate.,Niomon gate: Built in 1350; irimoya-zukuri style (building with a half-hipped roof); shingled-roof; single storey eight-legged gate.,kftt
「写実派」とよばれるその特性は、トーキーになってさらに大きく開花する。,"The character called ""magicist"" becomes a toy and blooms even larger.",Shimazu's characteristic realism further blossomed with the age of talking pictures.,kftt
ロシアの南下が自国の権益と衝突すると考えたイギリスは危機感を募らせ、1902年に長年墨守していた孤立政策（栄光ある孤立）を捨て、日本との同盟に踏み切った（日英同盟）。,"The British thought that they would collide with the interests of their country in southern Russia, created a sense of crisis, abandoned the glorious isolation policy that they had observed for years in 1992, and entered into an alliance with Japan.","England became alarmed that Russia's southward expansion could clash with its own interests, abandoned the isolationist policy (Splendid Isolation) it had adhered to for many years, and decided to enter into an alliance with Japan in 1902 (Anglo-Japanese Alliance).",kftt
琵琶が琵琶法師に変化した姿であり、付喪神（器物が変化した妖怪）の一種とされる。,It's considered to be a form of a monster that has been transformed into a juju and that has been transformed into a demon.,"It is a biwa which has transformed into a biwa-playing minstrel, and a kind of Tsukumo-gami (gods to a variety of things).",kftt
古老のおぼろげな記憶によるもので、しかもいずれも曲の途中で切れてしまっている。,"It's due to old memories, and they're all cut in the middle of the song.","Being based on the vague recollections of elderly people, all the tunes are fragments.",kftt
ただし、北九州から出土する最初期の土器を炭素14による年代測定法で調査したところ、紀元前8～9世紀という値が出たとの報告もあり、弥生時代の始期を5世紀ほどさかのぼらせるべきだとの主張もある。,"However, there are reports of carbon 14 dating of the first - century pottery that comes out of northern Kyushu, and of the value of the eighth century B.C., and of the claim that we should go back about five centuries.","However, some argue that the Yayoi period should date from a point five centuries earlier, based on a carbon-14 dating report that the earliest earthen vessel of this period excavated in Kitakyushu had been made in the eighth or ninth century B.C.",kftt
常朝が自分の生い立ちのことを語っている項が『葉隠』・聞書第二にある。,The term used to describe the origin of one's birth is found in the Second Book of the Book.,"There is a section in the second part of Kikigaki (oral record) of the Hagakure, in which Jocho talked about his backgrounds.",kftt
しかし、日本の新幹線は鉄道車両、軌道(鉄道)、架線、信号(ATC)などを総合した独自のシステムであり、ミニ新幹線を除けばヨーロッパのように在来線と相互乗り入れしているわけではない。,"However, Japan's new bridge is its own system of railways, orbitals, telephones, and signals. Except for the ministries, it doesn't interact with existing lines like those in Europe.","However, Shinkansen in Japan is an independent system integrating train-cars, railways, aerial power supply lines, and signals (ATC), and the trains are not operated through regular railway lines as those in Europe, except those on the Mini-Shinkansen lines.",kftt
作リ物は極端なまでに簡略化され、例えば「舟」は竹ヒゴ製模型飛行機の主翼を大きくしたようなものに過ぎないが、能にはこれで十分である。,"For example, ""ship"" is just like the main wing of a bamboo model plane, but that's enough for play.","A replica may be extremely simplified. For instance, a ""boat"" in Noh is not bigger than an enlarged main wing of a model aircraft made of bamboo poles. It is big enough for Noh though.",kftt
その名の通り、この段のみ上演開始以後は客席への扉を閉じて、遅刻してきても途中入場は許されない。,"As the name implies, after this stage begins, the door to the seats is closed and when you are late, the entrance is not allowed.","As shown by its name, only for this section, the doors of the auditorium are closed when the play starts, and people are not allowed to enter the auditorium in the middle of the play.",kftt
慶応3年12月9日(旧暦)（1868年1月3日）、この年の10月に行われた大政奉還後の王政復古の大号令クーデターによって薩摩藩・長州藩が京都の支配権を確立したため、京都守護職は設置後6年をもって廃止された。,"(January 9th, 1868) .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","On January 3, 1868, due to the coup of Decree for the Restoration of Imperial Rule after Taisei Hokan (transfer of power back to the Emperor) was implemented in October in the same year, the Satsuma and the Choshu clans established the right to rule Kyoto and, therefore, the Kyoto Shugoshoku was abolished six years after its foundation.",kftt
稲荷山古墳から出土した金錯銘鉄剣にはワカタケル（雄略天皇）に仕えた功績を記念して471年に作ったとの由来が115文字の漢字で刻まれている。,"In honor of his service to the Emperor Wakkarkel, the golden sword that had been soiled from the Great Sakura used to be carved in 151 Chinese characters.",The iron sword with a gold inscription excavated from Inariyama tumulus was made in 471 for commemorating the achievement working for Wakatakeru (Emperor Yuryaku) with 115 Chinese characters.,kftt
メンバーには会員証が発行され、来場ごとに加算されるポイントを賞品に交換できるなどの特典が与えられる。,Members will be given a membership certificate that allows them to exchange points that are added to each occasion for prizes.,"Member cards are issued to members, and each time they come to the racecourse, they can amass points which can be exchanged for prizes.",kftt
しかし、沿線住民の反対運動などもあり、側道部分を環境施設帯に変更するとともに、住宅地の中を通過する京田辺松井ICから国道170号交点までの区間では本線部分も片側1車線に変更し、枚方バイパスの機能を補完するという現在の形になった。,"However, there are opposition movements from the people who live along the tracks, and by changing the side roads into environmental zones, the line has been transformed into one lane between Kyinada Matsui IC and Highway 170, which passes through the residential area, and the line has become the present shape of completion of the crossway function.","However, the plan was changed due to opposition from people living in the neighborhood; therefore, environmental facility zones were provided instead of the side lane, and the number of main lanes between the Kyotanabe-matsui Interchange and the intersection with National Highway Route No. 170 was reduced to one in each direction so that it now supplements the function of the Hirakata Bypass.",kftt
庄弘方（しょうひろかた、生没年不詳）は、平安時代末期から鎌倉時代の武蔵国児玉党（現在の埼玉県本庄市栗崎出身）の武士。,"You are a warrior from the late days of peace, now from Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, Japan, and Japan.","Hirokata SHO (the year of birth and death unknown) was a warrior of the Kodama party of Musashi Province (present Kurisaki, Kodama-cho, Honjo City, Saitama Prefecture), who lived from end of the Heian period to the Kamakura period.",kftt
そして10月23日、岩倉は閣議決定の意見書とは別に「私的意見」として西郷派遣延期の意見書を提出。,"And on October 23rd, Ishaku, apart from the cabinet decision statement, submitted a ""private opinion"" postponing notice as ""private opinion.""","And on the October 23, IWAKURA submitted his written opinion that ask for postponement of dispatch SAIGIO as his ""informal opinion"" besides the written opinion of the cabinet approval.",kftt
蒲鉾の材料になる魚（エソ・グチ等）の魚皮を用いて作られるものがある。,"There is something made from the fish skins of fish, such as the fish from which the fish are made.",Some are made with fish such as eso (lizardfish) and guchi (white croaker) which are made into kamaboko (boiled fish paste).,kftt
政治制度の改革が進められる一方で、外交面では高向玄理を新羅へ派遣して人質を取る代わりに形骸化していた任那の調を廃止して朝鮮三国（高句麗、百済、新羅）との外交問題を整理して緊張を和らげた。,"While the reform of the political system was going on, diplomatically he did away with the condition of his husband, who had sent higher mysteries to a new location and had taken hostages instead of taking them, and settled down a diplomatic problem with the Korean State of Korea.","While reforms of the political system were carried out, on the diplomatic front, TAKAMUKO no Kuromaro was sent to Silla and, in exchange for a hostage, the tax payment in kind by Minama, which had lost its substance, was abolished to straighten up diplomatic problems with three Korean countries (Goguryeo, Baekje, and Silla) and ease the tension.",kftt
これらの技法の習得には、色々な教育機関を通じて書家に師事し、古典を中心に学習し、書道展などに出品しながら技量を高めていくのが一般的である。,"To master these techniques, it is common to teach writers through various educational institutions, to learn in the middle of the classics, and to improve their skills by showing them in a book show.","These techniques are generally acquired by learning from Shoka (calligrapher) through various educational institutions, studying focusing on the classics, and entering products in Shodo exhibitions to heighten one's own skills.",kftt
室町時代には天皇家、将軍家の帰依を受けたが、応仁の乱（1467年～1477年）の兵火により衰退した。,"When I was in the room town, I was given the honor of the Emperor and his generals, but the fire of 1467 brought me down to the ground.",The temple received the devotion of the imperial family and shogun families during the Muromachi period but fell into decline as a result of a fire that started during the Onin War (1467-1477).,kftt
また、天皇や公家を招待した理由については、朝廷を威圧するためという説と、天皇側から閲覧を希望したという説とがある。,"And for the reasons why he invited the emperor and his house, there's a theory that he wanted a view from the emperor's side of the court to threaten the morning court.","Furthermore, there are two theories regarding Nobunaga ODA's reasons for inviting the Emperor and court nobles: that it was to overpower the Imperial Court, and that it was the Emperor who had requested to see the parade.",kftt
演奏にはつねに適度な湿気が必要で、革に息をかけたり、裏革に張ってある調子紙（和紙の小片）を唾でぬらしたりして調節する。,"To play, it requires a high degree of humidity, and I adjust it by breathing on the leather or by rubbing a piece of paper on the back of the paper with a spit.","Since some moisture is always necessary for the performance, the artist breathes on the leather and the tuning paper (Choshigami, a small piece of Japanese paper mounted on the back of the leather) is adjusted by wetting with saliva.",kftt
天正通宝（てんしょうつうほう）は、日本の安土桃山時代に発行された貨幣。,The money that was issued during the Fukuoka mountain period in Japan.,Tensho-tsuho are coins that were issued during the Azuchimomoyama period.,kftt
また日本では機械弓が大陸から技術が伝わっていたが、和弓の利便性から必要性がなく、火縄銃の伝来によりその活躍もなかった。,"And in Japan, the machine bow was being used to communicate technology from the continent, but there was no need for it from the convenience of the bow, nor was its effect by the transmission of a firecracker.","In addition, in Japan, although the techniques of the mechanized bow were transmitted from the Chinese continent, it was not necessarily used because the efficiency of the Japanese bow did not flourish after the introduction of the matchlock gun.",kftt
皇太子妃については、「皇太子徳仁親王妃雅子殿下」と、「皇太子」+夫の名+夫の身位+「妃」+名+敬称の順。,"As for the Crown Prince, the Queen of Princes and Queens of Princes and Princes + husband's name + husband's title + name + honorary.","The Crown Princess is addressed in the following manner: 'Crown Prince' followed by husband's name, husband's Imperial nobility, 'Consort,' her name and title of honor, for example 'Her Imperial Highness Masako the Consort to Crown Prince Naruhito.'",kftt
フランス共和暦（1793年～1805年まで用いられた）では、秋分（通常9月22日）を正月（新年初日）とした。,"In the French Republic (used by 1793, by 1885) the autumn equinox usually was made New Year's Day (the first year of New Year).","According to the French Republic calendar (which was used from 1793 to 1805), the autumnal equinox (which was usually September 22nd) was new year's day (the first day of the new year).",kftt
一般的には記紀の記述を尊重し、過去に存在した女性天皇は何れも男系の女性天皇であり、また女性天皇が皇族男子以外と結婚して産んだ子が皇位を継いだことは一度としてないとされている。,"It is generally agreed that respect for the writer of the book, that female emperors that existed in the past are all male-born women, emperors, and that it is not supposed to be once that a child who has been born to other than the emperor has inherited the throne.","Generally the descriptions in the Kojiki (Records of Ancient Matters) and the Nihonshoki (Chronicles of Japan) were respected for the details on female Emperors, all the female Emperors in history were female emperor of the male lineage, there were no examples of female emperors married to non Imperial Family members with her children succeeding to the throne.",kftt
神明造が奥行きより幅が大きい長方形で、高床式倉庫から発展し穀物の代わりに神宝を納めるように変化したものと考えられ、住吉造が大嘗祭の建物に近似している。,"It is thought that it was a rectangle that was larger than depth, that developed from a high-bedroom warehouse to pay divine treasure instead of grain, and so it is similar to the Nintendo building.","In the shinmei-zukuri style buildings have a rectangular shape with its width longer than the depth, and the style is thought to have been developed from takayukashiki-soko (warehouses on stilts) and changed so that the building became more fitted for keeping shinpo (sacred treasures) than storing grain, and the sumiyoshi-zukuri style is close to the style of the building where Daijosai (the first ceremonial offering of rice by newly-enthroned Emperor) is held.",kftt
1907年（明治40年）にはスペイン駐箚となったが翌年に任地マドリードで病死した。,He died in his post office in Madrid in the year 1907.,"He resided in Spain in 1907, but the next year, he died of illness in his post place Madrid.",kftt
その後も霊隠寺、護聖万寿寺などに赴いて用貞輔良ら明の高僧らと出会い、これらの教えを受けた。,"After that, I went to shrines, shrines, shrines, shrines, shrines, and so on.","He also went to the Reiin-ji Temple, Goshomanju-ji Temple and other temples where he met with high priests in Ming to learn from them.",kftt
生け花や、生花を扱う業種で、切花が長持ちするようにする処理方法の一つで、植物を深いバケツなどに花首だけを出して沈め、水圧によって水を茎の中に押し込む技法。,"It's one of the methods of dealing with flowers and raw flowers and how they last longer, how to put only the flowers into deep buckets, sink them, and push water into the stem by pressure.","It is one of the treatments for prolonging the cut flowers in Japanese flower arrangement or in fresh flower business, which is a technique to keep plants in a tall bucket without sinking the head of flowers in order to pour the water into the stem by the water pressure.",kftt
同委員会は1903年に、1897年の予防令後は鉱毒は減少したと結論づけ、洪水を防ぐために渡良瀬川下流に鉱毒沈殿用の大規模な「遊水池」を作るべきとする報告書を提出した。,"The committee concluded that the mineral poison had been reduced after the prevention of 1897, and submitted a report to build a huge mine pond below the river To prevent floods.","This committee concluded in 1903 that after the preventive measure of 1897, the mining pollution had been decreased, and they submitted a report suggesting that they should build a large, control basin near Watarase-gawa River's mouth for settling mineral poison and for preventing floods.",kftt
では「メッセージ」とは何でしょうか？,What's a message?,What’s the message?,ruby
Propshaftを通じて処理されたアセットは、asset_pathヘルパーメソッドを使用してビューで参照できます。,The asset that has been processed through the Propshaft can be seen in the view using the Asset_path helper method.,Assets processed through Propshaft can be referenced in views using the asset_path helper method.,ruby
Rubyにはいくつか名前付けについての規約があります。,Ruby has a few regulations on names.,Ruby enforces some naming conventions. ,ruby
シングルトンメソッドは、特定のオブジェクトインスタンスに対してのみ定義されるメソッドです。,Singleton method is a method defined only for specific object instance.,Singleton methods are methods that are defined for only one specific object instance.,ruby
Solid Cacheは、Railsのキャッシュインターフェースとマルチプロセス環境に互換性のあるデータベースバックアップのキャッシュストアを実装しています。,Soloid Apache implements a database backup that is compatible with Rails' cache interface and multiprocess environment.,Solid Cache implements a database-backed cache store compatible with Rails' cache interface and multi-process environments.,ruby
これは、ライブラリとして使われる場合には実行されないけれど、 実行ファイルとして使われる場合には実行されるコードを書くために 使われます。,"This is not executed when used as a library, but it is used to write code that will be executed if used as a executable.","This allows a file to be used as a library, and not to execute code in that context, but if the file is being used as an executable, then execute that code.",ruby
これは20分程度で一通り読み通せる、簡単なRubyチュートリアルです。,This is a simple Ruby Tutorial that can be read through in about 20 minutes or so.,This is a small Ruby tutorial that should take no more than 20 minutes to complete.,ruby
ActionControllerは、受信したウェブリクエストを処理し、出力のレンダリング処理を担当します。,ActionControler will handle web requests received and render outputs.,ActionController handles incoming web requests and facilitates the rendering of output.,ruby
Solid Cableの接続回復メカニズムは、アプリケーションのデプロイやサーバーの再起動中のユーザーに見える中断を減少させます。,The Solid Cable connection recovery mechanism reduces visible interruptions in the application's depreciation and when the user is restarting the server.,Connection recovery mechanisms in Solid Cable reduce user-visible disruptions during application deployments or server restarts.,ruby
なお、Ruby 2.0やそれ以前のバージョンのRubyでは、このレスポンスは => nil になります。,"In addition, in Ruby 2.0 and earlier versions, this response will be equal to 1 &lt;i&gt;",This response could be nil for Ruby 2.0 and earlier versions.,ruby
データベースインデックスを実装して以来、私たちのActiveRecordクエリは大幅に高速化しました。,"Since implementing the database index, our ActiveRecd query has been much faster.","Since implementing database indices, our ActiveRecord queries have become significantly faster.",ruby
object_idは一致していません。,object_id does not match.,The object_ids don’t match.,ruby
これはGreeterという新しいクラスと、 そのクラスのメソッドをいくつか定義しています。,This defines a new class called Goreter and some methods for that class.,This defines a new class called Greeter and a bunch of methods for that class.,ruby
ブロックは、メソッドに渡すことができる、中括弧またはdo...endキーワードで囲まれたコードの塊です。,"The block is a block of code that can be passed on to the method, and is surrounded by brackets or do...end keywords.",A block is a chunk of code enclosed between braces or do...end keywords that you can pass to a method.,ruby
では、平方根(square root)を求めるにはどうすればいいでしょうか？,Let's see if we can figure out what the square root is.,But what if you want to go the other way and find the square root of something?,ruby
"ここでは、リスト内のすべての要素の値について、1つずつnameという変数に代入され、 そしてputs ""Hello #{name}!""という表現がそのnameの値を使って実行されます。","In this case, the value of every element in the list is assigned to a variable named by name, and the expression ""Hello #{name}"" is executed using that name.","What happens here is that for every entry in a list, name is bound to that list element, and then the expression puts ""Hello #{name}!"" is run with that name.",ruby
すべては値を持ちます。nilであっても例外ではありません。,"Everything has a value. It's not an exception, even if it's nail.","Everything has a value, even if that value is nil.",ruby
Rubyでは扱いが若干異なります。,There's a slight difference in treatment in Ruby.,Ruby differs slightly.,ruby
普遍の真理,The truth of universality.,The universal truth,ruby
ActiveRecordはデータベース操作を処理するだけでなく、データの整合性を確保するためのバリデーションも提供します。,The ActiveRecor not only handles database operations but also provides variations to ensure data integrity.,"Not only does ActiveRecord handle database operations, but it also provides validations to ensure data integrity.",ruby
シンボルは、どんな物かではなく、何者であるかがすべてです。,"Symbols are not what they are, but who they are.","A symbol is all about who it is, not what it is.",ruby
何が起こったのでしょうか。,What happened?,What just happened? ,ruby
Rails VCRgemは、テスト用のHTTP操作を記録し、将来のテスト実行中にそれらを再生します。,Rails VCRagem records your testing operations and plays them during future tests.,The Rails VCR gem records HTTP interactions for tests and replays them during future test runs.,ruby
開発中、JavaScriptコードを変更する際に再構築ステップが不要なため、インポートマップは反復速度を向上させることができます。,"In the course of the development of JavaScript code, there is no need for a reassemble step in changing the JavaScript code, so the import map can increase the repetition speed.","During development, import maps can improve iteration speed since no rebuild step is required when changing JavaScript code.",ruby
ObjectSpaceモジュールには、ガベージコレクション機能を操作するためのメソッドが含まれており、既存のすべてのオブジェクトを反復処理できます。,The ObjectSpace module contains methods to manipulate the Gavage collection functions and allows you to repeat all existing objects.,The ObjectSpace module contains methods to interact with the garbage collection facility and allows iterating over all existing objects.,ruby
メーラーメソッドを定義した後、deliver_nowまたはdeliver_laterメソッドを呼び出すと、実際のメール配信プロセスが開始されます。,"If you have defined a domain method and then call deliver_now or deliver_later method, the actual mail distribution process will start.","After defining a mailer method, calling the deliver_now or deliver_later method will trigger the actual email delivery process.",ruby
コントローラーに似ているにもかかわらず、メーラーはApplicationControllerではなくActionMailer::Baseから継承するという点で異なります。,"Even though they look like controllers, they're different in that they inherit from ""Action Mailer: ""Base"" instead of ""ApplicationController.","Despite being similar to controllers, mailers differ in that they inherit from ActionMailer::Base rather than ApplicationController.",ruby
lock_versionカラムを介して実装される楽観的ロックは、複数のユーザーが同じレコードを編集する際の競合する更新を防止します。,"Optimistic locks, implemented through the lock_version column, prevent conflicting updates when multiple users edit the same record.","Optimistic locking, implemented via the lock_version column, prevents conflicting updates when multiple users edit the same record.",ruby
Turbolinksは、完全ページ更新をJavaScriptによる部分更新に置き換えることで、ナビゲーションを高速化します。,Turbolins makes navigation faster by replacing a full page update with a part update by JavaScript.,Turbolinks accelerates navigation by replacing the full page refresh with JavaScript-powered partial updates.,ruby
とはいえ完全に 見えないようになっているのではなく、オブジェクトをinspectすれば いつでも見ることはできます。,"However, it's not that it's completely out of sight, but if you inject an object, you can see it at any time.","They’re not terribly hidden, you see them whenever you inspect the object.",ruby
