original_ja,en_predictions,en_references,dataset
子に松平康政（長男）、松平康映（次男）、松平康命（三男）、松平康紀（四男）、松平康敬（五男）、松平康久（七男）、娘（亀井政矩正室）、娘（小笠原長次正室）、娘（西園寺公満室）、娘（牧野康成(与板藩主)正室）、娘（松平利綱正室）、娘（竹中重義正室）、娘（岡田元直室）、娘（貫名重用室）、娘（貝塚某室）らがいる。,"His children included Yasumasa MATSUDAIRA (the first son), Yasuaki MATSUDAIRA (the second son), Yasunaga MATSUDAIRA (the third son), Yasuki MATSUDAIRA (the fourth son), Yasutaka MATSUDAIRA (the fifth son), Yasuhisa MATSUDAIRA (the seventh son), a daughter (the lawful wife of Masahiro KAMEI), a daughter (the lawful wife of Nagatsugu OGASAWARA), a daughter (the lawful wife of Kinmitsu SAIONJI), a daughter (the lawful wife of Yasunari MAKINO (the lord of Yoita Domain), a daughter (the lawful wife of Toshitsuna MATSUDAIRA), a daughter (the lawful wife of Shigeyoshi TAKENAKA), a daughter (the lawful wife of Motonao OKADA).","His children are Yasumasa MATSUDAIRA (first son), Yasuteru MATSUDAIRA (second son), Yasunori MATSUDAIRA (third son), Yasunori MATSUDAIRA (fourth son), Yasutaka MATSUDAIRA (fifth son), Yasuhisa MATSUDAIRA (seventh son), a daughter (lawful wife of Nagatsugu OGASAWARA), a daughter (lawful wife of Kinmitsu SAIONJI), a daughter (lawful wife of Yasunari MAKINO[lord of Yoita Domain]), a daughter (lawful wife of Toshitsuna MATSUDAIRA), a daughter (lawful wife of Shigeyoshi TAKENAKA), a daughter (lawful wife of Motonao OKADA), a daughter (lawful wife of Shigeyoshi NUKINA), a daughter (lawful wife of Nanigashi KAIZUKA) etc.",kftt
その後は車両増結で対処したが、当時人口が急増していた西宮市北部地区や三田市の住民から快速列車の設定を希望する声が相次いだため、民営化後の1989年より快速が登場（快速の区間は現在と同じく、大阪～三田間のみ）。,"After that, the number of trains was increased, but since many residents of the northern area of Nishinomiya City and Sanda City wanted to set up rapid trains at that time, rapid trains appeared from 1989 after privatization (the section of rapid trains is only between Osaka and Sanda as it is today).","Although some cars were added, many people living in the northern area in Nishinomiya City and Sanda City, in which a rapid increase in population was seen, asked that rapid trains be provided, and some rapid trains came on the scene after the privatization of JNR in 1989 (the section for the rapid train was only between Osaka and Sanda, which is the same as today).",kftt
ボタンもあるが、何も書かれておらず、押しても止まらないとの音声が流れる。,"There is also a button, but there is nothing written on it, and there is a voice that says it won’t stop even if you press it.","There are buttons for the two floors but they are unmarked and when pushed, an announcement states that the elevator doesn't stop at those floors.",kftt
都落ち後、退勢にある平家の中でひとり気を吐き、水島の戦い、六箇度合戦、屋島の戦いで奮戦して河内源氏を苦しめた。,"After he left the capital, he vomited himself in the regressive Taira family, fought hard at the Battle of Mizushima, the Battle of Rokukado, and the Battle of Yashima, and suffered the Kawachi-Genji (Minamoto clan).","After the Taira family fled the capital, Noritsune was the only one who did well in the declining Taira family and fought furiously in the Battle of Mizushima, the Battle of Rokukado, and the Battle of Yashima, harassing the Kawachi Genji.",kftt
その点、俳優興行共にまとまりを欠き、大阪の経済の地盤沈下による後援者の減少などマイナスの要件が重なった関西歌舞伎は不運であった。,"In that regard, Kansai Kabuki was unfortunate because both actors and box-offices lacked unity, and the negative requirements, such as the decrease in patronage due to the downturn of Osaka's economy, overlapped.","Kansai Kabuki proved unlucky by comparison because of overlapping negative elements, including a lack of solidarity among actors and promoters and a drop in the number of sponsors because of the decline of Osaka's economy.",kftt
そのうえで、海軍陸戦隊と海兵隊大日本帝国陸海軍を上陸させて第2砲台を放火した。,"Then, he landed the Navy Land Squadron and the Marine Corps, the Imperial Japanese Navy, and set fire to the second battery.",Then they sent Naval Landing Forces and Marine Corps and Landing Forces of the Empire of Japan to set fire to the second gun battery.,kftt
また山崎駅(京都府)前の妙喜庵には千利休の現存する二例の茶室作例の一つである茶室待庵（国宝）が現存する。,"In front of Yamazaki Station (Kyoto Prefecture), there is a tea room taian (national treasure) which is one of the two existing examples of tea room construction by SEN no Rikyu.","The Myokian Temple in front of Yamazaki Station (Kyoto Prefecture) holds the tea ceremony house called 'Taian' (a national treasure), one of the two existing tea ceremony houses designed by SEN no Rikyu.",kftt
明治維新後に勝海舟の執り成しで罪を許されて沼津市へ移り住み、旧幕臣の子女への教育の為、沼津兵学校、駿東女学校（現・静岡県立沼津西高等学校）設立に尽力するとともに、東京に麻布学園を創設。,"After the Meiji Restoration, he was forgiven for his sins by Kaishu KATSU, and moved to Numazu City, where he worked hard to establish Numazu Military School and Tonto Girls' School (present-day Numazu Nishi High School, Shizuoka Prefecture) in order to educate the children of former vassals of the Shogunate, and also established Azabu Gakuen in Tokyo.","After the Meiji Restoration, he was pardoned thanks to the good offices of Kaishu KATSU, and relocated to Numazu, and in order to educate the children of former retainers of the bakufu, he made exhaustive efforts to establish the heigakko (Numazu officer academy), Sunto school for girls (present day West Numazu High School, Shizuoka Prefecture), as well as the Azabu Gakuen in Tokyo.",kftt
日本側では1871年（明治4年）に井上勝（日本の鉄道の父。鉄道国有論者としても著名）が鉱山頭兼鉄道頭に就任し、建設に携わった。,"On the Japanese side, Katsura INOUE (the father of the railway in Japan, well-known as a railway nationalist) assumed the position of miner and head of the railway in 1871 and was involved in construction.","As for the Japanese side, Masaru INOUE (known as the father of Japanese railways as well as an advocate of the nationalization of railways) became the head of mining and railways in 1871 and was involved in the construction.",kftt
しかし「この世の望みかなわず死んだ後は、梵天帝釈の許しを得て雷となって自分を陥れた朝臣を蹴殺そうと思う。その折、師の僧正はきっと朝廷に召されるであろうが決して参りたまうな」と道真は頼む。,"However, Michizane asks, 'I think that after I die without the wish of this world, I will try to kill Ason who got permission from Tentennoshaku and killed me by thunder. At that time, my teacher Sojo will surely be called to the Imperial Court, but never come.'","However, Michizane asks Hossho-bo saying 'After I died without fulfilling my dreams during my life, I think I will obtain the permission from Bonten-taishaku (the highest-rank gods), become thunder, and brutally kill Ason who entrapped me. At that time, you, priest, my teacher will be ordered to come to the Imperial Court, but, please never come.'",kftt
また、信長存命中は形式的ながらも家督を譲られていることと、父がかつて礎としていた尾張と美濃の統治を任されている所を見ると、信長から信頼されていたことがうかがえる。,"In addition, while Nobunaga was alive, he was formally given the head of the family, and when he was in charge of the administration of Owari and Mino, which his father had once been based on, it can be seen that he was trusted by Nobunaga.","If one looks to the fact he was in control of the Oda family estate while Nobunaga was still alive, even if it was a mere formality, as well as put in charge of domains in Owari and Mino Provinces, one can see that he was trusted by Nobunaga.",kftt
また、本願寺の顕如の夫人如春尼と信玄の正室三条の方は実の姉妹である。,"In addition, Nyoshunni, the wife of Kennyo of Hongan-ji Temple, and Sanjo, the lawful wife of Shingen, were the sisters of Sanezane.","The wife of Kennyo HONGANJI, Nyoshun-ni, and the lawful wife of Shingen, Sanjou-no-kata were full sisters.",kftt
弁慶は「われらは奈良東大寺の再建のために北陸道につかわされた僧である」と答える。,"Benkei replied, 'We are monks who were brought to Hokuriku-do Road to rebuild Nara Todai-ji Temple.'","Benkei answers, 'We are priests dispatched to the Hokurikiudo area on a mission to reconstruct Nara Todai-ji Temple.'",kftt
また六位以下も烏油のかわりに色々な雑石を使用することがはじまり、延暦年間以降これが公認されるようになる。,"In addition, various zoseki started to be used in place of sesame oil for Rokui (the sixth rank) or lower, and this was approved after the Enryaku era.",Officials of the rokui (Sixth Rank) or lower began to use a variety of stones instead of black lacquer and their use was officially approved in the Enryaku era.,kftt
『善隣国宝記』によれば、「日本国王臣源表(す)」から始まる中国の伝統的な表文の形式に則っており、これに対して永楽帝は「日本国王之印」を授けている。,"According to ""Zen Neighboring National Treasures"" (Zen Neighboring National Treasures), the Emperor Eiraku was given the title of 'King of Japan' in contrast to the traditional Chinese epithet, which began with 'Shu'.","According to the ""Zenrin kokuhoki"", the letter started with '日本国王 臣源表(す)' in accordance with the traditional form of a Chinese official letter and Emperor Yongle conferred the 'seal of the king of Japan' to him in return.",kftt
磯田多佳（いそだ・たか　本名たか　1879年-1945年）は、祇園甲部の芸妓で京都市東山区祇園新橋に営業していたお茶屋『大友（だいとも）』の女将。,"Taka ISODA (real name: 1879 - 1945) was a geisha (geisha) in Gion Kobu, Kyoto City, and a woman-in-chief of ""Daito,"" a teahouse in Gion Shinbashi, Higashiyama Ward, Kyoto City.","Taka ISODA (her real name was Taka, 1879 - 1945) was Geisha in Gion Kobu, and she was Okami (mistress) of ""Daitomo,"" a tea shop which operated in Gion-Shinbashi, Higashiyama Ward, Kyoto City.",kftt
しかしこれらは不穏民衆を一揆と認識して討伐した慶長の役が始まった後の話である。,"However, these are the stories after Keicho no Eki (the Keicho War), which was started to subjugate the unsettled people and recognize them as uprisings.","However, this was conducted only after the Keicho war began when disruptive people were recognized as members of the insurgency.",kftt
江戸時代には、淡島願人と呼ばれる人々が、淡島明神の人形を祀った厨子を背負い、淡島明神の神徳を説いて廻ったため、淡島信仰が全国に広がった。,"In the Edo period, people called Awashima-ganjin spread Awashima-shinko across the country by preaching the divine virtues of Awashima-myojin, carrying lions that enshrined dolls of Awashima-myojin.","During the Edo period, people called Awashima-gannin carried zushi (a cupboard-like case with double doors in which an image of (the) Buddha, a sutra, or some other revered object is kept at a temple) enshrining a doll of Awashima Myojin on their backs and traveled around, preaching the divine virtues of Awashima Myojin, spreading Awashima shinko (belief) across the country.",kftt
国際法の認める主権国家となるということは、その主権がどこまで及ぶのかを確定する作業を経なくてはならない。,To become a sovereign state that recognizes international law must undergo work to determine how far its sovereignty extends.,"To become a sovereign nation which is defined by international law, the territories which are under the control of the nation must be confirmed.",kftt
これを東西から家康を挟撃する好機として挙兵を決意した三成は、大谷吉継を味方に引き込もうとする。,"Mitsunari decided to raise an army as an opportunity to intercept Ieyasu from the east and west, and tried to draw Yoshitsugu OTANI to his side.","Mitsunari made a decision to attack Ieyasu, using it as an opportunity to effect a pincer strategy by closing in from the east and west, and tried to get Yoshitsugu OTANI on his side.",kftt
直方は頼通の家人であり、頼通に働きかけることで追討使に任命されたと推測される。,"Naokata was a retainer of Yorimichi, and it is presumed that he was appointed as Tsuiuchishi by working with Yorimichi.",Naokata was a Kenin (retainer) of Yorimichi and it is assumed that he asked Yorimichi to assign him to Tsuitoshi.,kftt
第百二十一国立銀行（百二十一銀行）→1897年に三十四銀行（三和銀行の前身の一つ）に合併される,The 121st National Bank (Hyakujuniichi Bank) -> merged into the Sanjushi Bank (one of the predecessors of Sanwa Bank) in 1897.,The 121st National Bank (Hyakunijuichi Bank) -> merged into the Sanjushi Bank (one of the predecessor of the Sanwa Bank) in 1897.,kftt
それで得た金を金原明善と組んで満州へ投資し、これも当たったことから莫大な財産を得る。,"He invested his money in Manchuria in cooperation with Myozen KONHARA, and gained a great deal of wealth from this.","He invested the money gained by that fortune-telling into Manchuria in aligning with Meizen KINBARA, which also pulled off a good speculation and he gained the enormous property.",kftt
大正4年（1915年）6月場所で弟子の梅ヶ谷藤太郎(2代)が引退すると雷部屋と年寄名跡を譲って廃業したが、協会は「大雷」の尊称を贈り相談役待遇として接していた。,"After his disciple, Totaro UMEGATANI (the second) retired in June 1915, he gave up the thunder room and the shiyori myoseki (the name of an otoshiyori) and closed the business, but the association treated him as a counselor by giving him the honorific title of 'Oizuchi.'","After his disciple Totaro UMEGATANI the second retired from sumo in the June 1915 tournament, Ikazuchi handed over control of his stable to him, transmitted his professional name to him and retired from business, but the Japan Sumo Association bestowed the honorific title of ""Oikazuchi"" on Ikazuchi and welcomed him as an adviser.",kftt
2003年のダイヤ改正時点では「3or4番線の各駅停車が発車します」となっていたが、その後「3or4番線の宇治行きが発車します」、そして2007年6月の自動放送更新後は「3or4番線・宇治行きの扉が閉まります」となった。,"When the timetable was revised in 2003, 'Each stop of Platform 3or4 departs from the station,' but after that, 'the train bound for Uji on Platform 3or4 departs from the station,' and after the automatic broadcast update in June 2007, 'the door for Platform 3or4 and Uji closes.'","When the train schedule was changed in 2003, the announcement was, 'The local train on Platform 3 or 4 is going to depart,' but then it was changed to, 'The train for Uji on Platform 3 or 4 is going to depart,' and was again changed to, 'The doors of the train for Uji on Platform 3 or 4 are going to be closed' when the automatic public announcement system was updated in June 2007.",kftt
元和9年（1623年）に正四位上参議となり、公卿に列するが、まもなく死去。,"In 1623, he became Shoshiinojo (Senior Fourth Rank, Upper Grade) Sangi (councilor) and was raised to Kugyo (court noble), but died soon.","In 1623 he was promoted to Sangi (councilor) in Shoshiinojo (Senior Fourth Rank, Upper Grade) and raised to the peerage as Kugyo (the top court officials), but died soon after that.",kftt
村田はカットごとに演出を細分化する、いわゆる映画的技法を最初に確立した監督の一人と言われているが、容赦なく自分の型に俳優をはめ込もうとして演技指導は苛烈を極め、岡田をはじめ当時の大女優とトラブルが多かった。,"Murata is said to have been one of the first directors to establish the so-called film-like technique of subdividing the direction by cut, but he was relentlessly trying to put actors into his own style, and the direction of acting was intense, and there were many troubles with major actresses such as Okada.","Murata is thought to be a director who first established the so-called film technique in which a play was broken up by cutting, and since he tried to mold actors and actresses into his style, his acting instruction was so harsh that there was a lot of trouble with leading actresses of that time including Okada.",kftt
天喜5年（1057年）には父の頼時が戦死するものの、11月には河崎柵に拠って頼義勢を撃破。,"Although his father, Yoritoki, was killed in the battle in 1057, he defeated Yoriyoshi at the foot of Kawasaki in November.","Although his father, Yoritoki, died in the battle field in 1057, the clan beat the Yoriyoshi army in November through the Kawasaki no saku (stockades of Kawasaki).",kftt
「火の鳥」や「超人ロック」と同じく、狂言回しタイプのタイトルロール。,"Just like ""Fire Bird"" and ""Superman Rock"", it is a title roll of kyogen revolving type.",A kyogen-mawashi type title role similar to 'Hi no Tori' and 'Locke The Superman.',kftt
仁王門-貞和6年（1350年）入母屋造、柿（こけら）葺き単層の八脚門。,Nio-mon Gate: Irimoya-zukuri style (built in 1350) with a single-layered eight-legged gate that was built by Kokera.,Niomon gate: Built in 1350; irimoya-zukuri style (building with a half-hipped roof); shingled-roof; single storey eight-legged gate.,kftt
「写実派」とよばれるその特性は、トーキーになってさらに大きく開花する。,Called the 'realist school' its characteristics become a talkie and blooms even larger.,Shimazu's characteristic realism further blossomed with the age of talking pictures.,kftt
ロシアの南下が自国の権益と衝突すると考えたイギリスは危機感を募らせ、1902年に長年墨守していた孤立政策（栄光ある孤立）を捨て、日本との同盟に踏み切った（日英同盟）。,"The British thought that Russia's southward situation would collide with their own interests, and in 1902, they abandoned the isolation policy (glory and isolation) which had been guarding the country for many years, and decided to ally with Japan (the Japan-UK Alliance).","England became alarmed that Russia's southward expansion could clash with its own interests, abandoned the isolationist policy (Splendid Isolation) it had adhered to for many years, and decided to enter into an alliance with Japan in 1902 (Anglo-Japanese Alliance).",kftt
琵琶が琵琶法師に変化した姿であり、付喪神（器物が変化した妖怪）の一種とされる。,It is considered to be a kind of tsukumogami (a specter in which utensils have changed) (yokai in which utensils have changed).,"It is a biwa which has transformed into a biwa-playing minstrel, and a kind of Tsukumo-gami (gods to a variety of things).",kftt
古老のおぼろげな記憶によるもので、しかもいずれも曲の途中で切れてしまっている。,"It is due to the obscure memory of the old man, and all of them are cut off in the middle of the song.","Being based on the vague recollections of elderly people, all the tunes are fragments.",kftt
ただし、北九州から出土する最初期の土器を炭素14による年代測定法で調査したところ、紀元前8～9世紀という値が出たとの報告もあり、弥生時代の始期を5世紀ほどさかのぼらせるべきだとの主張もある。,"However, there is a report that the earliest earthenware excavated from Kitakyushu was dated by carbon 14 and the value was 8-9 B.C., and there is a claim that the beginning of the Yayoi period should be traced back to the 5th century.","However, some argue that the Yayoi period should date from a point five centuries earlier, based on a carbon-14 dating report that the earliest earthen vessel of this period excavated in Kitakyushu had been made in the eighth or ninth century B.C.",kftt
常朝が自分の生い立ちのことを語っている項が『葉隠』・聞書第二にある。,"There is a section in ""Hagakure"" and ""Konsho"" in which Tsunetomo talked about his birthplace.","There is a section in the second part of Kikigaki (oral record) of the Hagakure, in which Jocho talked about his backgrounds.",kftt
しかし、日本の新幹線は鉄道車両、軌道(鉄道)、架線、信号(ATC)などを総合した独自のシステムであり、ミニ新幹線を除けばヨーロッパのように在来線と相互乗り入れしているわけではない。,"However, the Japanese Shinkansen is a unique system that combines railway cars, railways (railways), overhead lines, and signals (ATCs), and except for mini Shinkansen, it is not interlocking with conventional railways like in Europe.","However, Shinkansen in Japan is an independent system integrating train-cars, railways, aerial power supply lines, and signals (ATC), and the trains are not operated through regular railway lines as those in Europe, except those on the Mini-Shinkansen lines.",kftt
作リ物は極端なまでに簡略化され、例えば「舟」は竹ヒゴ製模型飛行機の主翼を大きくしたようなものに過ぎないが、能にはこれで十分である。,"The craft is extremely simplified, for example, the 'boat' is just a large wing of a bamboo higo model airplane, but this is sufficient for Noh.","A replica may be extremely simplified. For instance, a ""boat"" in Noh is not bigger than an enlarged main wing of a model aircraft made of bamboo poles. It is big enough for Noh though.",kftt
その名の通り、この段のみ上演開始以後は客席への扉を閉じて、遅刻してきても途中入場は許されない。,"As the name suggests, only this stage closes the door to the audience seat after the start of the performance, and even if it is late, admission is not allowed on the way.","As shown by its name, only for this section, the doors of the auditorium are closed when the play starts, and people are not allowed to enter the auditorium in the middle of the play.",kftt
慶応3年12月9日(旧暦)（1868年1月3日）、この年の10月に行われた大政奉還後の王政復古の大号令クーデターによって薩摩藩・長州藩が京都の支配権を確立したため、京都守護職は設置後6年をもって廃止された。,"On January 3, 1868, the post of Kyoto Shugoshoku was abolished six years after its establishment because the Satsuma Domain and the Choshu Domain established control of Kyoto by the coup d'etat of the Taigo-rei (a coup d'etat) of the Restoration of Imperial Rule after Taisei Hokan (the return of power to the Emperor) in October of the same year.","On January 3, 1868, due to the coup of Decree for the Restoration of Imperial Rule after Taisei Hokan (transfer of power back to the Emperor) was implemented in October in the same year, the Satsuma and the Choshu clans established the right to rule Kyoto and, therefore, the Kyoto Shugoshoku was abolished six years after its foundation.",kftt
稲荷山古墳から出土した金錯銘鉄剣にはワカタケル（雄略天皇）に仕えた功績を記念して471年に作ったとの由来が115文字の漢字で刻まれている。,"The gold complexed iron sword excavated from Inariyama-kofun Tumulus is engraved with 115 characters of Chinese characters, which is said to have been made in 471 in commemoration of his achievements in serving Wakatakeru (Emperor Yuryaku).",The iron sword with a gold inscription excavated from Inariyama tumulus was made in 471 for commemorating the achievement working for Wakatakeru (Emperor Yuryaku) with 115 Chinese characters.,kftt
メンバーには会員証が発行され、来場ごとに加算されるポイントを賞品に交換できるなどの特典が与えられる。,Members will receive a membership card and receive benefits such as the ability to exchange points for prizes that will be added each time they visit.,"Member cards are issued to members, and each time they come to the racecourse, they can amass points which can be exchanged for prizes.",kftt
しかし、沿線住民の反対運動などもあり、側道部分を環境施設帯に変更するとともに、住宅地の中を通過する京田辺松井ICから国道170号交点までの区間では本線部分も片側1車線に変更し、枚方バイパスの機能を補完するという現在の形になった。,"However, there were opposition movements by residents along the line, and the side road was changed to an environmental facility zone, and in the section from Kyotanabe Matsui IC through the residential area to the intersection of National Route 170, the main line was changed to one lane on one side, complementing the function of Hirakata Bypass.","However, the plan was changed due to opposition from people living in the neighborhood; therefore, environmental facility zones were provided instead of the side lane, and the number of main lanes between the Kyotanabe-matsui Interchange and the intersection with National Highway Route No. 170 was reduced to one in each direction so that it now supplements the function of the Hirakata Bypass.",kftt
庄弘方（しょうひろかた、生没年不詳）は、平安時代末期から鎌倉時代の武蔵国児玉党（現在の埼玉県本庄市栗崎出身）の武士。,"Shohirokata (year of birth and death unknown) was a samurai of Kodama Party in Musashi Province (present-day Kashiwazaki, Honjo City, Saitama Prefecture) from the end of the Heian period to the Kamakura period.","Hirokata SHO (the year of birth and death unknown) was a warrior of the Kodama party of Musashi Province (present Kurisaki, Kodama-cho, Honjo City, Saitama Prefecture), who lived from end of the Heian period to the Kamakura period.",kftt
そして10月23日、岩倉は閣議決定の意見書とは別に「私的意見」として西郷派遣延期の意見書を提出。,"On October 23, Iwakura submitted an opinion on the postponement of the dispatch of Saigo as a 'private opinion' apart from the opinion of the Cabinet decision.","And on the October 23, IWAKURA submitted his written opinion that ask for postponement of dispatch SAIGIO as his ""informal opinion"" besides the written opinion of the cabinet approval.",kftt
蒲鉾の材料になる魚（エソ・グチ等）の魚皮を用いて作られるものがある。,"Some are made from fish skins made from fish (e.g., eso and guchi) that are used as ingredients for koji.",Some are made with fish such as eso (lizardfish) and guchi (white croaker) which are made into kamaboko (boiled fish paste).,kftt
政治制度の改革が進められる一方で、外交面では高向玄理を新羅へ派遣して人質を取る代わりに形骸化していた任那の調を廃止して朝鮮三国（高句麗、百済、新羅）との外交問題を整理して緊張を和らげた。,"While reforming the political system was going on, diplomatically, he dispatched Genri KOMUKO to Silla and abolished Mimana's style, which had become catastrophic in place of taking hostages, and organized diplomatic issues with the three countries of Korea (Koguryeo, Baekje, and Silla) to ease tension.","While reforms of the political system were carried out, on the diplomatic front, TAKAMUKO no Kuromaro was sent to Silla and, in exchange for a hostage, the tax payment in kind by Minama, which had lost its substance, was abolished to straighten up diplomatic problems with three Korean countries (Goguryeo, Baekje, and Silla) and ease the tension.",kftt
これらの技法の習得には、色々な教育機関を通じて書家に師事し、古典を中心に学習し、書道展などに出品しながら技量を高めていくのが一般的である。,"To acquire these techniques, it is common to study calligraphy through various educational institutions, study mainly on classics, and improve skills while exhibiting at calligraphy exhibitions.","These techniques are generally acquired by learning from Shoka (calligrapher) through various educational institutions, studying focusing on the classics, and entering products in Shodo exhibitions to heighten one's own skills.",kftt
室町時代には天皇家、将軍家の帰依を受けたが、応仁の乱（1467年～1477年）の兵火により衰退した。,"During the Muromachi period, he was bereaved by the Imperial family and the Shogun family, but it declined due to the fire in the Onin War (1467 - 1477).",The temple received the devotion of the imperial family and shogun families during the Muromachi period but fell into decline as a result of a fire that started during the Onin War (1467-1477).,kftt
また、天皇や公家を招待した理由については、朝廷を威圧するためという説と、天皇側から閲覧を希望したという説とがある。,"Also, there is a theory that the reason why he invited the emperor and court nobles was to suppress the Imperial Court, and another theory that he wanted to see it from the Emperor's side.","Furthermore, there are two theories regarding Nobunaga ODA's reasons for inviting the Emperor and court nobles: that it was to overpower the Imperial Court, and that it was the Emperor who had requested to see the parade.",kftt
演奏にはつねに適度な湿気が必要で、革に息をかけたり、裏革に張ってある調子紙（和紙の小片）を唾でぬらしたりして調節する。,"During the performance, moderate moisture is required, and it is adjusted by breathing on leather and wetting the tonshi (a small piece of Japanese paper) on the back leather with saliva.","Since some moisture is always necessary for the performance, the artist breathes on the leather and the tuning paper (Choshigami, a small piece of Japanese paper mounted on the back of the leather) is adjusted by wetting with saliva.",kftt
天正通宝（てんしょうつうほう）は、日本の安土桃山時代に発行された貨幣。,Tensho-tsuho was a coin issued in the Azuchi-Momoyama period in Japan.,Tensho-tsuho are coins that were issued during the Azuchimomoyama period.,kftt
また日本では機械弓が大陸から技術が伝わっていたが、和弓の利便性から必要性がなく、火縄銃の伝来によりその活躍もなかった。,"In Japan, mechanical bows were introduced from the continent, but there was no need because of the convenience of Japanese bows, and they were not active due to the introduction of matchlock guns.","In addition, in Japan, although the techniques of the mechanized bow were transmitted from the Chinese continent, it was not necessarily used because the efficiency of the Japanese bow did not flourish after the introduction of the matchlock gun.",kftt
皇太子妃については、「皇太子徳仁親王妃雅子殿下」と、「皇太子」+夫の名+夫の身位+「妃」+名+敬称の順。,"As for the crown prince's wife, 'the princess of Imperial Prince Tokuhito,' 'the crown prince,' 'the name of the husband,' 'the rank of the husband,' 'the queen,' 'the name,' and 'the honorific title.'","The Crown Princess is addressed in the following manner: 'Crown Prince' followed by husband's name, husband's Imperial nobility, 'Consort,' her name and title of honor, for example 'Her Imperial Highness Masako the Consort to Crown Prince Naruhito.'",kftt
フランス共和暦（1793年～1805年まで用いられた）では、秋分（通常9月22日）を正月（新年初日）とした。,"According to the French Republican calendar (used from 1793 to 1805), the autumn equinox (usually September 22) was New Year's Eve (the first day of the New Year).","According to the French Republic calendar (which was used from 1793 to 1805), the autumnal equinox (which was usually September 22nd) was new year's day (the first day of the new year).",kftt
一般的には記紀の記述を尊重し、過去に存在した女性天皇は何れも男系の女性天皇であり、また女性天皇が皇族男子以外と結婚して産んだ子が皇位を継いだことは一度としてないとされている。,"Generally speaking, it is said that all female emperors who existed in the past were female emperors of male lineage, and that they were never succeeded to the Imperial Throne by a child who married a child other than a male member of the Imperial family.","Generally the descriptions in the Kojiki (Records of Ancient Matters) and the Nihonshoki (Chronicles of Japan) were respected for the details on female Emperors, all the female Emperors in history were female emperor of the male lineage, there were no examples of female emperors married to non Imperial Family members with her children succeeding to the throne.",kftt
神明造が奥行きより幅が大きい長方形で、高床式倉庫から発展し穀物の代わりに神宝を納めるように変化したものと考えられ、住吉造が大嘗祭の建物に近似している。,"It is thought that the Shinmei-zukuri style was a rectangle that was larger than the depth and developed from a high-floor warehouse to store sacred treasures instead of grain, and Sumiyoshi-zukuri style is similar to the building of the Daijo-sai Festival.","In the shinmei-zukuri style buildings have a rectangular shape with its width longer than the depth, and the style is thought to have been developed from takayukashiki-soko (warehouses on stilts) and changed so that the building became more fitted for keeping shinpo (sacred treasures) than storing grain, and the sumiyoshi-zukuri style is close to the style of the building where Daijosai (the first ceremonial offering of rice by newly-enthroned Emperor) is held.",kftt
1907年（明治40年）にはスペイン駐箚となったが翌年に任地マドリードで病死した。,"He was stationed in Spain in 1907, but died of illness in Madrid the following year.","He resided in Spain in 1907, but the next year, he died of illness in his post place Madrid.",kftt
その後も霊隠寺、護聖万寿寺などに赴いて用貞輔良ら明の高僧らと出会い、これらの教えを受けた。,"After that, he went to Reiin-ji Temple, Gosho Manju-ji Temple, etc., met high priests of Myo, such as Josukera, and received these lessons.","He also went to the Reiin-ji Temple, Goshomanju-ji Temple and other temples where he met with high priests in Ming to learn from them.",kftt
生け花や、生花を扱う業種で、切花が長持ちするようにする処理方法の一つで、植物を深いバケツなどに花首だけを出して沈め、水圧によって水を茎の中に押し込む技法。,"It is one of the treatment methods that allows cut flowers to last for a long time in the field of handling ikebana and raw flowers, and the technique of submerging plants with only the petals such as deep buckets and pushing water into the stem by water pressure.","It is one of the treatments for prolonging the cut flowers in Japanese flower arrangement or in fresh flower business, which is a technique to keep plants in a tall bucket without sinking the head of flowers in order to pour the water into the stem by the water pressure.",kftt
同委員会は1903年に、1897年の予防令後は鉱毒は減少したと結論づけ、洪水を防ぐために渡良瀬川下流に鉱毒沈殿用の大規模な「遊水池」を作るべきとする報告書を提出した。,"In 1903, the committee concluded that mining pollution had decreased after the 1897 Precautionary Order, and submitted a report stating that large-scale ""floating ponds"" for precipitation should be built downstream of the Watarase River to prevent flooding.","This committee concluded in 1903 that after the preventive measure of 1897, the mining pollution had been decreased, and they submitted a report suggesting that they should build a large, control basin near Watarase-gawa River's mouth for settling mineral poison and for preventing floods.",kftt
では「メッセージ」とは何でしょうか？,So what is a message?,What’s the message?,ruby
Propshaftを通じて処理されたアセットは、asset_pathヘルパーメソッドを使用してビューで参照できます。,Assets processed through Propshaft can be referenced in the view using theasset_path helper method.,Assets processed through Propshaft can be referenced in views using the asset_path helper method.,ruby
Rubyにはいくつか名前付けについての規約があります。,Ruby has some conventions about naming.,Ruby enforces some naming conventions. ,ruby
シングルトンメソッドは、特定のオブジェクトインスタンスに対してのみ定義されるメソッドです。,A singleton method is a method defined only for a specific object instance.,Singleton methods are methods that are defined for only one specific object instance.,ruby
Solid Cacheは、Railsのキャッシュインターフェースとマルチプロセス環境に互換性のあるデータベースバックアップのキャッシュストアを実装しています。,Solid Cache implements a cache store for database backups that is compatible with Rails' cache interface and multi-process environments.,Solid Cache implements a database-backed cache store compatible with Rails' cache interface and multi-process environments.,ruby
